player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jedrick Wills Jr.,58467,T,CLV,4,100.0,2,8,52.7,63.3,51.5,3,5,155,100.0,100.0,95.5,7,11,3,243,0,0,243,243,167,167,0,0,76,0
Connor McGovern,10778,C,NO,4,100.0,0,20,57.4,69.6,55.9,0,6,167,100.0,100.0,98.2,3,6,0,237,237,0,0,237,177,177,0,0,60,0
Justin Skule,38951,T,TB,5,100.0,0,30,69.7,63.5,74.5,2,4,149,100.0,100.0,96.0,1,9,3,236,0,0,3,236,154,154,0,232,82,1
Zak Zinter,129605,G,CLV,7,99.1,0,8,40.5,34.7,49.4,1,6,139,98.6,98.7,95.3,2,10,3,228,0,0,0,230,148,150,208,0,80,21
James Hudson III,59854,T,CLV,4,100.0,0,8,50.4,40.2,57.7,7,8,149,100.0,100.0,95.0,2,15,0,222,0,0,207,222,159,159,0,15,63,0
Dalton Tucker,81717,G,IND,4,100.0,0,14,60.0,66.4,54.4,0,8,127,100.0,100.0,96.9,0,8,0,221,0,0,0,221,134,134,221,0,87,0
Tucker Kraft,104034,TE,GB,8,48.8,0,12,61.0,67.8,51.9,0,0,15,6.5,7.3,100.0,3,0,0,220,0,0,0,451,18,248,0,0,202,295
Foster Moreau,47043,TE,NO,8,63.6,0,20,63.6,65.7,53.4,0,0,42,25.9,27.1,100.0,3,0,0,217,0,0,0,341,46,170,0,1,171,254
Brock Purdy,77672,QB,SF,8,40.2,0,28,83.2,,60.0,0,0,0,0.0,0.0,,0,0,0,215,0,0,0,535,0,306,0,0,215,0
Darnell Washington,124044,TE,PIT,8,73.7,0,25,71.6,69.1,57.8,0,1,46,40.4,39.0,98.9,2,1,0,210,0,0,0,285,48,123,0,0,162,260
James Daniels,45576,G,PIT,4,100.0,0,25,92.9,66.5,92.5,1,3,93,100.0,100.0,96.8,0,5,1,209,0,0,0,209,105,105,209,0,104,0
Andrew Vorhees,60818,G,BLT,3,100.0,0,3,52.7,62.6,51.4,0,2,103,100.0,100.0,99.0,2,2,0,208,0,208,0,208,114,114,0,0,94,0
Alex Forsyth,60012,C,DEN,4,100.0,0,10,65.5,51.5,68.9,1,4,119,100.0,100.0,96.2,0,7,2,205,204,0,0,205,125,125,0,0,80,0
Drake London,86519,WR,ATL,8,40.6,0,2,77.1,72.7,55.7,0,0,4,1.5,1.7,100.0,3,0,0,202,0,0,0,498,5,301,0,0,197,9
Brady Christensen,51985,C,CAR,7,100.0,0,5,68.7,65.2,74.7,1,3,118,100.0,100.0,98.3,2,4,0,201,179,0,10,201,124,124,0,0,77,12
George Kittle,11901,TE,SF,7,48.7,0,28,88.5,71.4,63.7,0,1,31,13.3,13.1,98.4,2,1,0,201,0,0,0,413,32,244,0,0,169,292
C.J. Stroud,129759,QB,HST,8,37.4,0,13,80.3,,60.0,0,0,0,0.0,0.0,,1,0,0,200,0,0,0,535,0,328,0,0,200,0
Cade Otton,61071,TE,TB,8,39.9,0,30,63.0,59.7,70.1,0,1,36,11.4,12.0,98.6,2,1,0,195,0,0,0,489,40,334,0,0,155,294
Logan Bruss,60251,G,LA,3,100.0,0,26,44.8,7.2,63.3,3,5,107,100.0,100.0,94.4,0,10,2,195,0,195,0,195,115,115,0,0,80,0
Darnell Mooney,48236,WR,ATL,8,38.9,0,2,72.4,,57.5,0,0,0,0.0,0.0,,1,0,0,194,0,0,0,499,0,305,0,0,194,0
Ben Brown,59869,C,NE,3,100.0,0,19,53.5,57.0,54.0,1,3,120,100.0,100.0,96.7,1,6,2,193,193,0,0,193,131,131,0,0,62,0
David Andrews,9948,C,NE,4,100.0,2,19,58.7,60.0,60.1,0,4,100,100.0,100.0,97.0,2,5,1,193,193,0,0,193,105,105,0,0,88,0
Jared Goff,10635,QB,DET,7,45.5,0,11,66.8,62.2,60.0,0,0,1,0.5,0.4,100.0,1,0,0,192,0,0,0,422,1,223,0,0,191,0
Kirk Cousins,7102,QB,ATL,8,37.0,0,2,76.4,,60.0,0,0,0,0.0,0.0,,1,0,0,192,0,0,0,519,0,314,0,0,192,0
Theo Johnson,129787,TE,NYG,8,41.7,0,21,47.4,73.4,49.1,0,2,43,14.9,14.4,97.7,3,2,0,191,0,0,0,458,45,312,0,0,146,254
Patrick Mahomes,11765,QB,KC,7,39.4,0,16,81.7,,60.4,0,0,0,0.0,0.0,,0,0,0,189,0,0,0,480,0,276,0,0,189,0
DeVonta Smith,61100,WR,PHI,6,50.0,0,24,80.8,,57.3,0,0,0,0.0,0.0,,1,0,0,187,0,0,0,374,0,187,0,0,187,0
Dalton Schultz,47304,TE,HST,8,40.6,0,13,57.0,39.2,60.2,1,4,32,11.3,11.1,92.2,2,5,0,185,0,0,0,456,34,305,0,0,151,288
Cody Whitehair,10690,G,LV,5,100.0,0,23,49.9,63.0,39.9,1,7,126,100.0,100.0,96.8,0,8,0,184,0,184,0,184,136,136,0,0,48,0
Jack Conklin,10642,T,CLV,3,100.0,0,8,72.3,71.3,68.4,0,6,105,100.0,100.0,97.1,0,6,0,183,0,0,0,183,114,114,0,183,69,0
Lamar Jackson,46416,QB,BLT,8,34.0,0,3,90.5,,60.6,0,0,0,0.0,0.0,,4,0,0,181,0,0,0,532,0,293,0,0,181,0
Jordan Meredith,60235,G,LV,3,100.0,0,23,80.9,82.0,75.4,0,1,111,100.0,100.0,99.5,0,1,0,180,0,0,0,180,120,120,180,0,60,0
Amon-Ra St. Brown,84470,WR,DET,7,46.3,1,11,78.6,62.3,61.2,0,0,1,0.5,0.5,100.0,2,0,0,180,0,0,0,389,1,210,0,0,179,0
Matthew Stafford,4924,QB,LA,7,39.7,0,26,62.5,,60.0,0,0,0,0.0,0.0,,1,0,0,180,0,0,0,453,0,267,0,0,180,0
Cole Kmet,60995,TE,CHI,7,47.3,0,6,75.3,56.0,67.4,0,3,20,10.2,10.0,82.5,2,5,2,178,0,0,1,376,22,220,0,1,156,225
Justin Herbert,28237,QB,LAC,7,41.6,0,27,79.3,,60.0,0,0,0,0.0,0.0,,0,0,0,178,0,0,0,428,0,234,0,0,178,0
Brandon Coleman,123068,T,WAS,7,100.0,0,32,60.1,53.0,61.4,2,7,94,100.0,100.0,93.1,0,11,2,177,0,0,174,177,101,101,0,0,76,3
Pat Freiermuth,84085,TE,PIT,8,44.6,0,25,65.6,44.1,39.0,0,2,9,4.3,4.0,88.9,1,2,0,175,0,0,0,392,9,226,0,0,166,162
Tyler Steen,81921,G,PHI,5,100.0,0,24,53.8,70.6,57.8,0,3,78,100.0,100.0,98.1,3,3,0,175,0,9,0,175,82,82,165,0,93,1
Kyler Murray,38334,QB,ARZ,8,36.8,0,1,81.7,,60.6,0,0,0,0.0,0.0,,3,0,0,175,0,0,0,475,0,278,0,0,175,0
Baker Mayfield,46518,QB,TB,8,33.0,0,30,77.0,,60.0,0,0,0,0.0,0.0,,2,0,0,174,0,0,0,527,0,344,0,0,174,0
Sam LaPorta,101690,TE,DET,7,49.7,0,11,67.5,44.6,52.0,1,0,18,9.7,9.4,97.2,1,1,0,172,0,0,0,346,18,192,0,0,154,220
Michael Pittman Jr.,29049,WR,IND,8,40.3,0,14,67.1,66.1,54.9,0,0,1,0.4,0.4,100.0,2,0,0,172,0,0,0,427,1,256,0,0,171,2
Ray-Ray McCloud III,47895,WR,ATL,8,36.7,0,2,59.3,80.5,47.7,0,0,7,2.6,2.7,100.0,2,0,0,171,0,0,0,466,8,299,0,0,163,0
Grant Calcaterra,60997,TE,PHI,7,61.2,0,24,57.9,78.1,46.7,0,0,9,7.8,8.5,100.0,3,0,0,170,0,0,1,278,10,118,0,0,160,171
Trevor Lawrence,77632,QB,JAX,8,36.7,0,15,79.4,,60.0,0,0,0,0.0,0.0,,1,0,0,170,0,0,0,463,0,283,0,0,170,0
Adam Trautman,109795,TE,DEN,8,66.0,0,10,66.7,79.2,54.8,0,0,37,31.4,31.7,100.0,0,0,0,167,0,0,1,253,40,126,0,2,127,199
John Bates,42275,TE,WAS,8,70.9,0,32,55.1,52.1,59.1,0,2,30,32.3,32.0,96.7,1,2,0,166,0,0,4,234,32,100,0,7,134,175
Aaron Rodgers,2241,QB,NYJ,8,33.5,0,22,77.7,,60.2,0,0,0,0.0,0.0,,5,0,0,166,0,0,0,496,0,327,0,0,166,0
Demarcus Robinson,10760,WR,LA,7,40.0,0,26,65.2,,44.4,0,0,0,0.0,0.0,,0,0,0,165,0,0,0,412,0,247,0,0,165,1
Noah Gray,60878,TE,KC,7,57.9,0,16,75.1,77.3,54.4,0,0,10,8.3,7.7,100.0,1,0,0,165,0,0,0,285,10,130,0,2,155,185
Alec Pierce,78038,WR,IND,8,40.8,0,14,70.0,68.1,40.6,0,0,1,0.4,0.4,100.0,0,0,0,164,0,0,0,402,1,239,0,0,163,1
Kyle Juszczyk,7912,FB,SF,8,53.1,0,28,61.4,74.2,65.7,0,1,23,14.6,14.5,97.8,2,1,0,164,0,0,0,309,24,166,0,0,140,125
Bo Nix,97790,QB,DEN,8,32.0,0,10,66.5,,60.0,0,0,0,0.0,0.0,,6,0,0,164,0,0,0,512,0,323,0,0,164,0
Caleb Williams,144622,QB,CHI,7,34.5,1,6,61.9,,60.3,0,0,0,0.0,0.0,,6,0,0,163,0,0,0,473,0,293,0,0,163,0
Alex Palczewski,59738,T,DEN,4,100.0,0,10,65.3,66.7,64.8,1,1,87,100.0,100.0,97.7,1,3,1,163,0,0,0,163,97,97,0,160,66,3
Olumuyiwa Fashanu,129777,T,NYJ,4,100.0,0,22,49.1,40.2,56.6,2,7,115,100.0,100.0,96.1,1,9,0,161,0,0,0,161,119,119,0,159,42,2
Colby Parkinson,52266,TE,LA,7,44.1,0,26,66.2,69.9,57.0,0,0,21,9.8,10.5,95.2,2,1,1,161,0,0,0,365,24,228,0,0,137,278
Tyler Conklin,47124,TE,NYJ,8,36.5,0,22,61.8,75.5,44.9,0,0,16,5.7,6.1,100.0,1,0,0,160,0,0,0,438,18,296,0,0,142,239
Sam Darnold,29048,QB,MIN,7,38.1,0,18,72.9,,60.0,0,0,0,0.0,0.0,,4,0,0,160,0,0,0,420,0,245,0,0,160,0
Tanor Bortolini,129915,C,IND,4,100.0,0,14,66.3,77.3,64.2,1,0,96,100.0,100.0,99.5,1,1,0,160,159,1,0,160,100,100,0,0,60,0
Van Jefferson,47447,WR,PIT,8,44.2,0,25,58.1,69.6,56.2,0,0,4,2.2,2.0,100.0,3,0,0,159,0,0,0,360,4,205,0,0,155,4
Josh Oliver,47083,TE,MIN,7,64.1,0,18,61.4,73.0,65.4,0,0,18,17.5,19.8,94.4,2,1,1,159,0,0,0,248,22,111,0,0,137,238
Jalen Hurts,40291,QB,PHI,7,35.1,0,24,70.2,,60.2,0,0,0,0.0,0.0,,1,0,0,159,0,0,0,453,0,235,0,0,159,0
Darius Slayton,25578,WR,NYG,8,33.3,0,21,66.0,69.0,54.9,0,0,1,0.3,0.3,100.0,3,0,0,159,0,0,0,477,1,319,0,0,158,8
Trey McBride,75916,TE,ARZ,7,41.8,0,1,80.3,64.9,64.0,0,0,4,1.9,1.8,100.0,0,0,0,159,0,0,1,380,4,225,0,0,155,204
Josh Allen,46601,QB,BUF,8,34.3,0,4,76.9,,60.0,0,0,0,0.0,0.0,,1,0,0,158,0,0,0,461,0,277,0,0,158,0
Julian Hill,88685,TE,MIA,7,70.9,0,17,47.3,52.7,61.0,0,1,21,25.6,27.0,92.9,6,2,1,158,0,0,0,223,24,89,0,0,134,158
Hunter Henry,10669,TE,NE,8,38.7,1,19,69.2,61.7,52.2,0,1,14,5.7,5.3,96.4,3,1,0,157,0,0,1,406,14,263,0,0,143,212
George Pickens,99229,WR,PIT,8,39.8,0,25,80.4,,64.0,0,0,0,0.0,0.0,,1,0,0,157,0,0,0,394,0,236,0,0,157,0
Patrick Ricard,48862,FB,BLT,8,80.1,0,3,54.4,84.6,60.8,0,0,22,37.3,37.1,100.0,0,0,0,157,0,0,1,196,23,62,0,0,134,102
Trystan Colon,41117,G,ARZ,5,100.0,0,1,64.9,65.0,61.9,0,3,78,100.0,100.0,98.1,0,3,0,156,6,3,0,156,84,84,147,0,72,0
Romeo Doubs,84329,WR,GB,7,40.5,0,12,69.6,,50.0,0,0,0,0.0,0.0,,2,0,0,156,0,0,0,385,0,229,0,0,156,0
Garrett Wilson,97405,WR,NYJ,8,31.8,0,22,76.5,,61.1,0,0,0,0.0,0.0,,4,0,0,155,0,0,0,487,0,331,0,0,155,0
Tip Reiman,129423,TE,ARZ,8,77.5,0,1,50.2,70.7,58.4,0,0,24,34.8,36.6,100.0,2,0,0,155,0,0,0,200,26,71,0,0,129,167
Jaylen Waddle,84088,WR,MIA,7,40.8,0,17,63.4,,62.4,0,0,0,0.0,0.0,,0,0,0,154,0,0,0,377,0,222,0,0,154,1
Brock Wright,60994,TE,DET,7,71.2,0,11,56.0,71.8,52.2,1,1,23,28.0,27.1,95.7,1,2,0,153,0,0,0,215,23,85,0,0,130,154
Ryan McCollum,41974,C,PIT,4,100.0,0,25,50.3,41.5,52.2,1,3,71,100.0,100.0,97.2,2,4,0,153,152,0,0,153,75,75,0,0,78,1
DJ Moore,48267,WR,CHI,7,34.5,0,6,67.9,,57.7,0,0,0,0.0,0.0,,0,0,0,152,0,0,0,440,0,284,0,0,152,0
Isaiah Likely,83955,TE,BLT,8,44.7,2,3,74.6,32.1,66.9,0,1,7,3.9,3.6,92.9,3,1,0,151,0,0,1,338,7,194,0,0,144,153
Joe Burrow,28022,QB,CIN,8,31.9,0,7,88.9,,60.0,0,0,0,0.0,0.0,,4,0,0,151,0,0,0,473,0,310,0,0,151,0
Travis Kelce,7844,TE,KC,7,38.1,0,16,70.1,74.9,56.6,0,1,9,3.8,3.6,94.4,1,1,0,150,0,0,0,394,9,253,0,0,141,163
Daniel Jones,39395,QB,NYG,8,28.1,0,21,66.1,,60.0,0,0,0,0.0,0.0,,4,0,0,150,0,0,0,534,0,341,0,0,150,0
Drew Sample,47259,TE,CIN,8,67.3,0,7,44.2,54.6,50.9,0,3,29,29.9,29.1,94.8,0,3,0,150,0,0,0,223,30,103,0,0,120,169
Terry McLaurin,48229,WR,WAS,8,36.7,0,32,80.0,,47.0,0,0,0,0.0,0.0,,0,0,0,149,0,0,0,406,0,256,0,0,149,0
Justin Fields,82118,QB,PIT,6,37.1,0,25,71.4,,60.0,0,0,0,0.0,0.0,,4,0,0,147,0,0,0,396,0,212,0,0,147,0
Zay Flowers,97268,WR,BLT,8,34.4,0,3,76.4,,42.9,0,0,0,0.0,0.0,,1,0,0,146,0,0,0,424,0,271,0,0,146,0
Jayden Daniels,97993,QB,WAS,8,31.8,1,32,85.7,,60.5,0,0,0,0.0,0.0,,1,0,0,146,0,0,0,459,0,278,0,0,146,0
Courtland Sutton,48164,WR,DEN,8,34.0,0,10,69.7,,53.1,0,0,0,0.0,0.0,,0,0,0,146,0,0,0,430,0,284,0,0,146,0
Michael Wilson,84423,WR,ARZ,8,37.8,0,1,65.1,66.2,47.7,0,0,1,0.4,0.4,100.0,1,0,0,145,0,0,0,384,1,240,0,0,144,0
Dawson Knox,35883,TE,BUF,8,54.7,0,4,55.8,74.8,61.1,0,1,15,11.9,11.8,96.7,1,1,0,145,0,0,0,265,16,136,0,0,129,188
Walker Little,52287,T,JAX,6,100.0,0,15,58.3,56.6,68.9,3,1,73,100.0,100.0,95.9,3,5,1,145,0,0,111,145,77,77,0,27,68,7
Tyreek Hill,10799,WR,MIA,7,38.2,1,17,64.5,,51.3,0,0,0,0.0,0.0,,4,0,0,143,0,0,0,374,0,226,0,0,143,1
Gardner Minshew,41401,QB,LV,7,35.8,0,23,58.8,,60.2,0,0,0,0.0,0.0,,1,0,0,143,0,0,0,400,0,251,0,0,143,0
Justin Jefferson,61398,WR,MIN,7,37.7,1,18,85.5,,61.4,0,0,0,0.0,0.0,,2,0,0,143,0,0,0,379,0,236,0,0,143,0
Thayer Munford Jr.,59994,T,LV,5,98.6,0,23,52.0,70.0,35.2,1,0,85,97.7,97.8,97.1,0,3,2,143,0,0,0,145,89,91,0,125,54,18
Geno Smith,7820,QB,SEA,8,26.4,1,29,78.7,,60.0,0,0,0,0.0,0.0,,7,0,0,142,0,0,0,537,0,379,0,0,142,0
Nate Davis,46808,G,CHI,5,100.0,0,6,53.6,69.2,53.7,0,5,82,100.0,100.0,95.7,3,6,1,142,0,0,0,142,93,93,142,0,49,0
Michael Dunn,39676,G,CLV,2,100.0,0,8,45.7,32.0,54.7,2,2,87,100.0,100.0,95.4,2,6,2,141,54,0,0,141,95,95,87,0,46,0
Nick Saldiveri,81785,G,NO,5,100.0,0,20,52.9,41.4,56.9,1,4,89,100.0,100.0,97.2,0,5,0,140,0,140,0,140,94,94,0,0,46,0
Stefon Diggs,9579,WR,HST,8,32.6,0,13,79.0,,53.3,0,0,0,0.0,0.0,,2,0,0,140,0,0,0,430,0,288,0,0,140,1
Jordan Love,40306,QB,GB,6,37.3,0,12,70.6,,60.1,0,0,0,0.0,0.0,,0,0,0,140,0,0,0,375,0,230,0,0,140,0
Yosh Nijman,60822,T,CAR,3,100.0,0,5,57.9,62.8,49.8,2,3,85,100.0,100.0,95.9,1,6,1,140,0,0,0,140,90,90,0,140,50,0
Luke Farrell,42353,TE,JAX,8,76.1,0,15,57.1,82.1,63.0,0,0,23,35.4,38.0,100.0,1,0,0,140,0,0,1,184,27,71,0,0,113,178
Trent Brown,9677,T,CIN,3,100.0,0,7,65.2,64.2,68.4,0,4,92,100.0,100.0,96.7,1,5,1,139,0,0,0,139,98,98,0,139,41,0
Brock Bowers,146715,TE,LV,8,34.9,0,23,88.4,69.6,64.8,0,0,11,4.4,4.8,100.0,0,0,0,139,0,0,0,398,13,271,0,0,126,146
Brenton Strange,101694,TE,JAX,8,50.4,0,15,63.8,67.1,60.2,0,1,20,13.2,14.5,97.5,1,1,0,138,0,0,0,274,23,159,0,1,115,154
Chris Godwin,11839,WR,TB,7,34.8,0,30,86.3,71.5,62.7,0,0,7,2.8,2.6,100.0,0,0,0,138,0,0,0,397,7,265,0,0,131,0
Rome Odunze,73774,WR,CHI,7,34.2,0,6,61.4,62.3,43.1,0,0,1,0.4,0.4,100.0,0,0,0,138,0,0,0,404,1,265,0,0,137,0
Rashod Bateman,84296,WR,BLT,8,34.8,1,3,67.4,,41.1,0,0,0,0.0,0.0,,2,0,0,137,0,0,0,394,0,257,0,0,137,0
Drew Dalman,52270,C,ATL,3,100.0,0,2,78.9,50.0,84.5,1,3,67,100.0,100.0,95.5,0,5,1,136,136,0,0,136,77,77,0,0,59,0
Marvin Harrison Jr.,145056,WR,ARZ,8,37.1,0,1,79.2,,54.2,0,0,0,0.0,0.0,,0,0,0,136,0,0,0,367,0,231,0,0,136,0
Chris Manhertz,10211,TE,NYG,8,85.5,0,21,52.7,75.7,50.0,0,1,44,66.7,66.7,98.9,1,1,0,136,0,0,4,159,46,69,0,0,90,147
Dak Prescott,10769,QB,DAL,7,30.0,0,9,65.4,,60.0,0,0,0,0.0,0.0,,2,0,0,136,0,0,0,454,0,312,0,0,136,0
Mo Alie-Cox,12078,TE,IND,8,61.1,0,14,73.2,71.5,74.4,0,0,32,28.3,27.7,100.0,1,0,0,135,0,0,0,221,33,119,0,1,102,193
T.J. Bass,131703,G,DAL,5,100.0,0,9,47.6,30.7,60.8,0,3,89,100.0,100.0,98.3,1,3,0,134,0,122,0,134,94,94,12,0,40,0
Jacoby Brissett,10725,QB,NE,6,39.5,0,19,59.4,,60.2,0,0,0,0.0,0.0,,2,0,0,134,0,0,0,339,0,198,0,0,134,0
Jameson Williams,101701,WR,DET,6,41.6,0,11,70.3,,51.5,0,0,0,0.0,0.0,,1,0,0,134,0,0,0,322,0,184,0,0,134,0
Derek Carr,8671,QB,NO,5,46.9,0,20,88.0,,60.8,0,0,0,0.0,0.0,,1,0,0,134,0,0,0,286,0,147,0,0,134,0
Scott Matlock,82482,DI,LAC,7,88.1,0,27,42.3,50.4,43.9,0,0,19,52.8,52.6,100.0,1,0,0,133,0,0,0,151,20,38,0,0,113,50
Brandon Aiyuk,84109,WR,SF,7,37.0,1,28,74.6,,62.0,0,0,0,0.0,0.0,,1,0,0,132,0,0,0,357,0,225,0,0,132,0
Keon Coleman,144949,WR,BUF,8,39.5,2,4,71.6,,59.7,0,0,0,0.0,0.0,,4,0,0,132,0,0,0,334,0,202,0,0,132,0
Nelson Agholor,9453,WR,BLT,8,50.4,0,3,62.8,62.3,59.3,0,0,1,0.8,0.8,100.0,0,0,0,131,0,0,0,260,1,130,0,0,130,6
Matt Peart,46179,T,DEN,8,99.2,1,10,71.4,71.8,66.6,0,6,74,98.7,98.7,95.9,1,6,0,131,0,0,19,132,78,79,0,85,53,27
Kyle Pitts,83964,TE,ATL,8,34.2,0,2,65.2,66.7,40.9,0,1,15,6.1,6.7,96.7,3,1,0,131,0,0,0,383,18,270,0,0,113,206
Jerry Jeudy,61103,WR,CLV,8,27.3,0,8,64.8,,60.2,0,0,0,0.0,0.0,,4,0,0,130,0,0,0,476,0,345,0,0,130,4
Warren McClendon Jr.,99081,T,LA,2,100.0,0,26,39.2,34.1,53.3,4,2,83,100.0,100.0,92.8,2,9,3,130,0,0,52,130,85,85,0,78,45,0
Jonah Jackson,37070,G,LA,2,100.0,0,26,56.6,59.1,53.7,2,2,83,100.0,100.0,97.6,0,4,0,130,37,93,0,130,85,85,0,0,45,0
Alec Ingold,34934,FB,MIA,7,67.4,0,17,49.7,64.3,62.2,0,1,11,18.0,19.4,95.5,1,1,0,130,0,0,0,193,13,67,0,0,117,26
Kayode Awosika,44909,G,DET,4,100.0,1,11,44.8,57.8,46.0,1,5,58,100.0,100.0,94.8,3,6,0,129,0,52,3,129,60,60,74,0,69,0
Gabe Davis,55410,WR,JAX,8,37.0,1,15,53.5,55.6,42.9,0,1,2,0.9,0.9,75.0,4,1,0,128,0,0,0,346,2,220,0,0,126,6
Austin Hooper,10715,TE,NE,8,49.8,0,19,65.9,59.8,65.7,0,1,9,6.9,7.2,94.4,0,1,0,128,0,0,0,257,10,139,0,0,118,207
Justin Dedich,83018,G,LA,3,100.0,0,26,63.5,41.1,68.0,0,3,60,100.0,100.0,97.5,1,3,0,128,0,128,0,128,67,67,0,0,61,0
Cade Stover,101486,TE,HST,8,65.1,0,13,54.2,19.0,63.0,1,4,20,23.5,24.4,82.5,1,6,1,127,0,0,0,195,22,90,0,0,105,132
Tre Tucker,101106,WR,LV,8,29.3,0,23,59.8,,51.5,0,0,0,0.0,0.0,,0,0,0,127,0,0,0,434,0,302,0,0,127,1
Will Dissly,30762,TE,LAC,7,51.2,0,27,71.3,77.0,62.7,0,1,16,12.5,11.7,96.9,3,1,0,127,0,0,0,248,16,137,0,0,111,179
Nate Adkins,87625,TE,DEN,8,69.8,0,10,50.8,63.0,55.2,1,1,17,25.4,26.0,94.1,1,2,0,125,0,0,0,179,19,73,0,0,106,127
Lil'Jordan Humphrey,42247,WR,DEN,8,42.4,1,10,57.3,63.8,53.9,0,1,3,1.9,2.3,83.3,2,1,0,125,0,0,0,295,4,174,0,0,121,6
Juwan Johnson,28305,TE,NO,8,41.1,0,20,63.3,23.8,52.0,2,1,18,9.8,9.1,91.7,1,3,0,125,0,0,0,304,18,197,0,0,107,200
Ja'Marr Chase,84270,WR,CIN,8,29.1,0,7,82.0,,64.8,0,0,0,0.0,0.0,,1,0,0,124,0,0,0,426,0,301,0,0,124,2
Mark Andrews,47436,TE,BLT,8,40.5,0,3,77.7,53.6,82.4,1,0,13,7.3,7.1,96.2,1,1,0,124,0,0,4,306,14,196,0,1,110,66
Jamaree Salyer,81656,G,LAC,5,100.0,0,27,48.0,31.6,63.1,1,4,57,100.0,100.0,93.9,2,6,1,123,0,0,57,123,60,60,64,1,63,1
Charlie Woerner,42257,TE,ATL,8,77.4,0,2,64.6,72.5,68.0,0,0,15,30.6,29.4,100.0,0,0,0,123,0,0,0,159,15,51,0,0,108,111
Allen Lazard,48135,WR,NYJ,7,31.4,2,22,67.9,36.3,55.4,0,0,1,0.4,0.4,100.0,4,0,0,122,0,0,0,388,1,267,0,0,121,15
Dalton Kincaid,91791,TE,BUF,8,38.9,0,4,76.7,80.5,67.4,0,0,6,3.2,3.0,100.0,0,0,0,122,0,0,0,314,6,198,0,0,116,130
Erik McCoy,37347,C,NO,3,100.0,0,20,95.5,80.9,93.8,1,0,45,100.0,100.0,98.9,1,1,0,122,122,0,0,122,49,49,0,0,73,0
Nick Vannett,10728,TE,TEN,7,73.9,0,31,63.4,65.3,56.2,1,0,19,31.1,32.8,92.1,0,2,1,122,0,0,0,165,21,64,0,2,101,153
Jordan Morgan,98652,G,GB,5,100.0,0,12,57.4,64.8,53.6,1,2,56,100.0,100.0,97.3,0,3,0,121,0,0,0,121,62,62,120,0,59,1
Eric Saubert,11929,TE,SF,8,66.1,0,28,56.7,25.6,59.7,1,1,9,13.2,15.1,88.9,2,2,0,121,0,0,0,183,11,73,0,0,110,135
A.J. Brown,48327,WR,PHI,4,52.2,0,24,90.9,,60.7,0,0,0,0.0,0.0,,0,0,0,120,0,0,0,230,0,110,0,0,120,10
Jayden Reed,78171,WR,GB,8,34.3,0,12,68.9,66.2,58.7,0,0,1,0.5,0.5,100.0,0,0,0,120,0,0,0,350,1,221,0,0,119,5
Andrei Iosivas,109811,WR,CIN,8,31.6,0,7,53.8,65.7,42.7,0,0,0,0.0,0.4,,0,0,0,119,0,0,0,376,1,258,0,0,118,0
Justin Watson,66915,WR,KC,7,40.6,0,16,53.7,,52.6,0,0,0,0.0,0.0,,0,0,0,119,0,0,0,293,0,174,0,0,119,8
Jeremy Ruckert,84029,TE,NYJ,8,63.0,0,22,58.0,80.9,44.4,0,0,16,18.8,20.5,100.0,0,0,0,119,0,0,0,189,18,88,0,0,101,139
Erick All,52595,TE,CIN,8,54.6,0,7,58.2,77.7,44.9,0,0,14,12.6,12.5,100.0,0,0,0,118,0,0,0,216,14,112,0,0,104,103
Christian Watson,66581,WR,GB,7,46.2,0,12,65.8,,54.6,0,0,0,0.0,0.0,,1,0,0,117,0,0,0,253,0,135,0,0,117,9
Nick Leverett,27699,C,NE,3,100.0,0,19,38.1,19.8,53.6,4,5,71,100.0,100.0,92.3,2,10,1,117,115,0,0,117,77,77,0,0,40,1
Elijah Moore,84302,WR,CLV,8,28.7,0,8,55.6,65.8,45.2,0,0,1,0.4,0.3,100.0,1,0,0,116,0,0,0,404,1,289,0,0,115,0
Jack Stoll,42058,TE,PHI,5,75.8,0,24,49.1,59.1,53.8,0,1,11,23.4,22.9,95.5,0,1,0,116,0,0,2,153,11,48,0,3,105,114
Amari Cooper,9437,WR,BUF,8,28.6,0,4,64.6,,53.8,0,0,0,0.0,0.0,,3,0,0,116,0,0,0,405,0,289,0,0,116,1
Calvin Ridley,48262,WR,TEN,7,32.8,1,31,60.1,,48.7,0,0,0,0.0,0.0,,2,0,0,115,0,0,0,351,0,232,0,0,115,0
Andy Dalton,6187,QB,CAR,6,37.7,0,5,68.1,,60.0,0,0,0,0.0,0.0,,0,0,0,115,0,0,0,305,0,185,0,0,115,0
Charlie Kolar,60917,TE,BLT,8,81.6,0,3,74.2,62.5,57.5,0,1,10,30.3,28.6,95.0,2,1,0,115,0,0,6,141,10,35,0,0,105,129
